rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/actor_loss,train/critic_loss,train/ent_coef_loss,rollout/ep_rew_mean,time/episodes,train/learning_rate,time/fps,train/n_updates,train/ent_coef
239.28,150515,618605,-12.996771812438965,2.3072023391723633,0.6754464507102966,13.834542469999997,2760,0.0003,4,618504,0.05139026418328285
240.99,151109,621495,-12.621146202087402,4.239256381988525,0.38314634561538696,11.844881400000002,2770,0.0003,4,621394,0.050324101001024246
250.34,151616,623828,-12.579940795898438,12.0286283493042,-0.6568067073822021,12.396428640000002,2780,0.0003,4,623727,0.05396009981632233
245.21,152107,626043,-12.896151542663574,1.5864886045455933,-0.02724628895521164,10.2245261,2790,0.0003,4,625942,0.05539490655064583
244.57,152665,628680,-13.09631633758545,2.142632007598877,-0.14739252626895905,13.53121699,2800,0.0003,4,628579,0.056212276220321655
247.81,153251,631518,-13.374086380004883,5.740520477294922,0.023986726999282837,12.201352169999996,2810,0.0003,4,631417,0.05701277032494545
250.39,153839,634399,-13.469857215881348,7.181789875030518,0.21591657400131226,8.08056927,2820,0.0003,4,634298,0.056493550539016724
253.22,154364,636612,-12.73621940612793,3.6994729042053223,0.32062625885009766,10.831786470000003,2830,0.0003,4,636511,0.05990710109472275
254.21,154849,638632,-12.060661315917969,4.278858184814453,-0.10951454937458038,10.36423145,2840,0.0003,4,638531,0.06370754539966583
256.49,155479,641873,-13.393866539001465,11.077568054199219,-0.5844802856445312,11.510745330000002,2850,0.0003,4,641772,0.06273447722196579
255.03,155992,644108,-11.219450950622559,8.888656616210938,-0.25613588094711304,10.37723465,2860,0.0003,4,644007,0.06471247225999832
255.38,156601,647033,-12.841920852661133,9.479248046875,-0.028838761150836945,13.19865391,2870,0.0003,4,646932,0.0665087178349495
254.53,157125,649281,-13.098371505737305,2.2256875038146973,0.25883549451828003,11.319049219999997,2880,0.0003,4,649180,0.06752150505781174
262.58,157780,652301,-13.922491073608398,1.8177857398986816,0.7294987440109253,13.525547230000003,2890,0.0003,4,652200,0.06603464484214783
260.98,158314,654778,-15.376598358154297,2.1658196449279785,0.08899426460266113,13.57693318,2900,0.0003,4,654677,0.06679762154817581
262.0,158930,657718,-16.502460479736328,98.73594665527344,-0.5972187519073486,12.376019410000003,2910,0.0003,4,657617,0.06565076112747192
250.69,159388,659468,-17.7064208984375,3.4150843620300293,0.8345022201538086,17.07914126,2920,0.0003,4,659367,0.06862842291593552
264.39,160086,663051,-16.572826385498047,4.846945285797119,-0.6780973672866821,12.69332214,2930,0.0003,4,662950,0.06704822182655334
267.22,160603,665354,-15.662088394165039,16.462005615234375,-0.2845233082771301,10.70001119,2940,0.0003,4,665253,0.06508210301399231
257.54,161120,667627,-16.752655029296875,2.074782371520996,-0.2536843419075012,11.541712659999998,2950,0.0003,4,667526,0.06434950232505798
257.05,161638,669813,-17.780467987060547,2.535550355911255,0.49228331446647644,11.014659329999999,2960,0.0003,4,669712,0.06476203352212906
250.24,162157,672057,-18.44744110107422,4.731554985046387,-0.3214593827724457,7.242305729999999,2970,0.0003,4,671956,0.06440053880214691
247.24,162634,674005,-17.957679748535156,61.99117660522461,0.9818205833435059,5.106799500000001,2980,0.0003,4,673904,0.06587763875722885
237.76,163132,676077,-17.53554916381836,17.744590759277344,-0.5759258270263672,3.78189685,2990,0.0003,4,675976,0.06677251309156418
236.88,163669,678466,-24.07311248779297,13.327051162719727,-0.9923684000968933,4.010800609999999,3000,0.0003,4,678365,0.0699557363986969
